CURRENTDUE,SORTNAME,PROJECTTYPE,BUDGETEDEMPLOYEE,ROLE,DATERECEIVED,STATUS,GROUPS,DETAILBUDGETHOURS,CLTNUM,INCHARGE,PRIMARYPARTNER,DESCRIPTION,PREPARERPOOL,ENGDESC,SKILLLEVEL
4/15/2024,"Marks, Johnston and Bailey",Individual Income Tax,"Romero, Guadalupe",Preparer,,Waiting For Info,Laroche,5,53313,"Morrow, Esperanza","Morrow, Esperanza",,Intern Pool,,Associate
9/30/2024,Bednar - Schamberger,Trust Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Lambeth,4,53316,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Manager
9/30/2024,Bednar - Schamberger,Trust Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Lambeth,6,53316,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Intern
9/30/2024,Bednar - Schamberger,Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Lambeth,2,53316,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Partner
9/30/2024,Gusikowski - O'Connell,Trust Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Lambeth,4,53317,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Manager
9/30/2024,Gusikowski - O'Connell,Trust Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Lambeth,6,53317,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Intern
9/30/2024,Gusikowski - O'Connell,Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Lambeth,2,53317,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Partner
4/15/2024,Conroy Group,Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Lambeth,10,53318,"Ibarra, Dream","Gardner, Asa",,No Selection,,Manager
4/15/2024,Conroy Group,Individual Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Lambeth,15,53318,"Ibarra, Dream","Gardner, Asa",,No Selection,,Intern
4/15/2024,Conroy Group,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Lambeth,6,53318,"Ibarra, Dream","Gardner, Asa",,No Selection,,Partner
9/15/2024,"Mayer, Kozey and Von",Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Extension Filed,Lambeth,4,53319,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Manager
9/15/2024,"Mayer, Kozey and Von",Partnership Income Tax,"Small, Diego",Preparer,,Extension Filed,Lambeth,8,53319,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Associate
9/15/2024,"Mayer, Kozey and Von",Partnership Income Tax,"Gardner, Asa",Reviewer,,Extension Filed,Lambeth,2,53319,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Partner
9/15/2024,"Quitzon, Feeney and Lindgren",Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Extension Filed,Lambeth,12,53320,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Manager
9/15/2024,"Quitzon, Feeney and Lindgren",Partnership Income Tax,"Small, Diego",Preparer,,Extension Filed,Lambeth,20,53320,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Associate
9/15/2024,"Quitzon, Feeney and Lindgren",Partnership Income Tax,"Gardner, Asa",Reviewer,,Extension Filed,Lambeth,5,53320,"Gardner, Asa","Gardner, Asa",,Staff Pool,,Partner
9/15/2024,Davis Inc,Partnership Income Tax,"Gutierrez, Joyce",Preparer,,Extension Filed,Clemmer,3,53324,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Associate
9/15/2024,Davis Inc,Partnership Income Tax,"Cummings, Sara",Reviewer,,Extension Filed,Clemmer,1,53324,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
4/15/2024,Kerluke - Schowalter,Individual Income Tax,Intern,Preparer,,Waiting For Info,Hill,3,53330,"Duran, Angel","Duran, Angel",,Intern Pool,,Intern
4/15/2024,Kerluke - Schowalter,Individual Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Hill,2,53330,"Duran, Angel","Duran, Angel",,Intern Pool,,Partner
9/30/2024,Reilly - Green,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Hart,1,53332,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
9/30/2024,Reilly - Green,Trust Income Tax,Intern,Preparer,,Waiting For Info,Hart,2,53332,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Intern
9/30/2024,White and Sons,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Hart,1,53333,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
9/30/2024,White and Sons,Trust Income Tax,Intern,Preparer,,Waiting For Info,Hart,2,53333,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Intern
9/30/2024,Konopelski - Skiles,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Hart,1,53334,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
9/30/2024,Konopelski - Skiles,Trust Income Tax,Intern,Preparer,,Waiting For Info,Hart,2,53334,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Intern
9/30/2024,Murphy - Rohan,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Hart,1,53335,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
9/30/2024,Murphy - Rohan,Trust Income Tax,Intern,Preparer,,Waiting For Info,Hart,2,53335,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Intern
4/15/2024,Kshlerin - Doyle,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Hart,1,53336,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
4/15/2024,Kshlerin - Doyle,Trust Income Tax,Intern,Preparer,,Waiting For Info,Hart,2,53336,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Intern
4/15/2024,Hayes - Gerhold,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Hart,1,53337,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
4/15/2024,Hayes - Gerhold,Trust Income Tax,Intern,Preparer,,Waiting For Info,Hart,2,53337,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Intern
4/15/2024,Kuhn LLC,Partnership Income Tax,Intern,Preparer,,Waiting For Info,Hollingsworth,5,53342,"Brady, Ares","Brady, Ares",SMLLC,Intern Pool,,Intern
4/15/2024,Kuhn LLC,Partnership Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Hollingsworth,1,53342,"Brady, Ares","Brady, Ares",SMLLC,Intern Pool,,Partner
4/15/2024,Kuhn LLC,Partnership Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Hollingsworth,1,53342,"Brady, Ares","Brady, Ares",SMLLC,Intern Pool,,Manager
9/15/2024,Boyle - Spinka,Partnership Income Tax,"Cummings, Sara",Reviewer,,Extension Filed,Hart,2,53343,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
9/15/2024,Boyle - Spinka,Partnership Income Tax,"Romero, Guadalupe",Preparer,,Extension Filed,Hart,4,53343,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Associate
5/15/2024,Gerlach LLC,Non-Profit Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Thorp,1,53345,"Brady, Ares","Brady, Ares",,No Selection,,Partner
5/15/2024,Gerlach LLC,Non-Profit Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Thorp,1,53345,"Brady, Ares","Brady, Ares",,No Selection,,Manager
5/15/2024,Gerlach LLC,Non-Profit Income Tax,"Ibarra, Dream",Preparer,,Waiting For Info,Thorp,15,53345,"Brady, Ares","Brady, Ares",,No Selection,,Senior
10/15/2024,Kunze - Lesch,Individual Income Tax,Intern,Preparer,,Waiting For Info,Brock,5,53346,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Intern
10/15/2024,Kunze - Lesch,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Brock,3,53346,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Partner
5/7/2024,Hilpert LLC,Business Property Tax Returns (571),"Morrow, Esperanza",Reviewer,,Waiting For Info,Mcelwee,1,53356,"Tanner, Maximiliano","Gardner, Asa",CA,No Selection,,Manager
5/7/2024,Hilpert LLC,Business Property Tax Returns (571),"Gardner, Asa",Reviewer,,Waiting For Info,Mcelwee,1,53356,"Tanner, Maximiliano","Gardner, Asa",CA,No Selection,,Partner
6/15/2024,"Hackett, Ebert and Jacobson",Trust Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Vassar,6,53359,"Gardner, Asa","Gardner, Asa",Minden Trust FYE 2/28/22,No Selection,,Manager
6/15/2024,"Hackett, Ebert and Jacobson",Trust Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Vassar,8,53359,"Gardner, Asa","Gardner, Asa",Minden Trust FYE 2/28/22,No Selection,,Associate
6/15/2024,"Hackett, Ebert and Jacobson",Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Vassar,3,53359,"Gardner, Asa","Gardner, Asa",Minden Trust FYE 2/28/22,No Selection,,Partner
4/15/2024,"Schultz, Emard and Kutch",Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Lambeth,1,53360,"Gardner, Asa","Gardner, Asa",SMLLC,Intern Pool,,Manager
4/15/2024,"Schultz, Emard and Kutch",Partnership Income Tax,Intern,Preparer,,Waiting For Info,Lambeth,1,53360,"Gardner, Asa","Gardner, Asa",SMLLC,Intern Pool,,Intern
4/15/2024,"Schultz, Emard and Kutch",Partnership Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Lambeth,1,53360,"Gardner, Asa","Gardner, Asa",SMLLC,Intern Pool,,Partner
4/15/2024,Rempel - Davis,Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Vassar,3,53361,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Manager
4/15/2024,Rempel - Davis,Individual Income Tax,Intern,Preparer,,Waiting For Info,Vassar,5,53361,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Intern
4/15/2024,Rempel - Davis,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Vassar,1,53361,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Partner
1/15/2024,Dibbert Inc,Miscellaneous,"Tapia, Maisie",Reviewer,,Waiting For Info,Krawczyk,2,52514,"Tapia, Maisie","Tapia, Maisie",Monthly Operating Report,No Selection,,Partner
1/15/2024,Dibbert Inc,Miscellaneous,"Ibarra, Dream",Preparer,,Waiting For Info,Krawczyk,5,52514,"Tapia, Maisie","Tapia, Maisie",Monthly Operating Report,No Selection,,Senior
4/15/2024,Kilback - Rippin,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Tremblay,1,53367,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Partner
4/15/2024,Kilback - Rippin,Trust Income Tax,Intern,Preparer,,Waiting For Info,Tremblay,5,53367,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Intern
4/15/2024,Kilback - Rippin,Trust Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Tremblay,3,53367,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Manager
4/15/2024,Cruickshank - Turcotte,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Tremblay,1,53368,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Partner
4/15/2024,Cruickshank - Turcotte,Trust Income Tax,"Paul, Cayson",Preparer,,Waiting For Info,Tremblay,5,53368,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Intern
4/15/2024,Cruickshank - Turcotte,Trust Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Tremblay,3,53368,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Manager
4/15/2024,Predovic - Schamberger,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Tremblay,1,53369,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Partner
4/15/2024,Predovic - Schamberger,Trust Income Tax,Intern,Preparer,,Waiting For Info,Tremblay,5,53369,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Intern
4/15/2024,Predovic - Schamberger,Trust Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Tremblay,3,53369,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,,Manager
4/15/2024,Vandervort - Crist,Partnership Income Tax,"Middleton, Cecilia",Preparer,,Waiting For Info,Laurence,2,53375,"Hubbard, Braden","Hubbard, Braden",SMLLC,Intern Pool,,Manager
4/15/2024,Vandervort - Crist,Partnership Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Laurence,1,53375,"Hubbard, Braden","Hubbard, Braden",SMLLC,Intern Pool,,Manager
4/15/2024,Vandervort - Crist,Partnership Income Tax,"Hubbard, Braden",Reviewer,,Waiting For Info,Laurence,1,53375,"Hubbard, Braden","Hubbard, Braden",SMLLC,Intern Pool,,Partner
4/15/2024,Windler and Sons,Individual Income Tax,"Gutierrez, Joyce",Preparer,,Waiting For Info,Homan,3,53379,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Associate
4/15/2024,Windler and Sons,Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Homan,1,53379,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Partner
7/15/2024,Schneider - Pfeffer,Corporate Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Fehr,5,53380,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
7/15/2024,Schneider - Pfeffer,Corporate Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Fehr,15,53380,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Associate
6/30/2024,Halvorson Group,Audit,"Hoover, Vance",Preparer,,Waiting For Info,Fehr,50,53380,"Holt, Oaklyn","Tapia, Maisie",31-Oct,No Selection,Audit,Associate
6/30/2024,Halvorson Group,Audit,"Harrington, Celeste",Tech Reviewer,,Waiting For Info,Fehr,4,53380,"Holt, Oaklyn","Tapia, Maisie",31-Oct,No Selection,Audit,Retired Partner
6/30/2024,Halvorson Group,Audit,"Holt, Oaklyn",Reviewer,,Waiting For Info,Fehr,50,53380,"Holt, Oaklyn","Tapia, Maisie",31-Oct,No Selection,Audit,Senior
6/30/2024,Halvorson Group,Audit,"Tapia, Maisie",Reviewer,,Waiting For Info,Fehr,25,53380,"Holt, Oaklyn","Tapia, Maisie",31-Oct,No Selection,Audit,Partner
2/15/2024,Ortiz LLC,Compilation,"Lugo, Kyree",Reviewer,,Waiting For Info,Fellows,15,53002,"Gray, Kori","Gray, Kori",Trust Accounting 12/31/2021,,Accounting/Bookkeeping,Manager
2/15/2024,Ortiz LLC,Compilation,"Harrington, Celeste",Tech Reviewer,,Waiting For Info,Fellows,2,53002,"Gray, Kori","Gray, Kori",Trust Accounting 12/31/2021,,Accounting/Bookkeeping,Retired Partner
2/15/2024,Ortiz LLC,Compilation,"Gray, Kori",Reviewer,,Waiting For Info,Fellows,2,53002,"Gray, Kori","Gray, Kori",Trust Accounting 12/31/2021,,Accounting/Bookkeeping,Partner
2/15/2024,Ortiz LLC,Compilation,"Curtis, Mark",Preparer,,Waiting For Info,Fellows,35,53002,"Gray, Kori","Gray, Kori",Trust Accounting 12/31/2021,,Accounting/Bookkeeping,No Selection
4/15/2024,Davis Group,Individual Income Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,ZZINDIV,4,53381,"Gardner, Asa","Gardner, Asa",,Intern Pool,,No Selection
4/15/2024,Davis Group,Individual Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,20,53381,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Intern
4/15/2024,Davis Group,Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,ZZINDIV,1,53381,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Partner
4/15/2024,Davis Group,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,ZZINDIV,1,53381,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Partner
11/30/2024,Davis Group,Miscellaneous,"Dennis, Nicholas",Preparer,,Waiting For Info,ZZINDIV,4,53381,"Gardner, Asa","Gardner, Asa",Post 10/15 Follow Up,No Selection,,No Selection
11/30/2024,Davis Group,Miscellaneous,"Love, Harrison",Reviewer,,Waiting For Info,ZZINDIV,1,53381,"Gardner, Asa","Gardner, Asa",Post 10/15 Follow Up,No Selection,,Partner
11/30/2024,Davis Group,Miscellaneous,"Gardner, Asa",Reviewer,,Waiting For Info,ZZINDIV,2,53381,"Gardner, Asa","Gardner, Asa",Post 10/15 Follow Up,No Selection,,Partner
4/15/2024,Fadel Inc,Trust Income Tax,No Selection,Preparer,,Waiting For Info,Boring,2,53385,"Duran, Angel","Duran, Angel",,Staff Pool,,No Selection
4/15/2024,Fadel Inc,Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,0.5,53385,"Duran, Angel","Duran, Angel",,Staff Pool,,Partner
4/15/2024,Fadel Inc,Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Boring,1,53385,"Duran, Angel","Duran, Angel",,Staff Pool,,Manager
4/15/2024,Wilderman - Durgan,Trust Income Tax,Intern,Preparer,,Waiting For Info,Boring,2,53386,"Duran, Angel","Duran, Angel",,Staff Pool,,Intern
4/15/2024,Wilderman - Durgan,Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,0.5,53386,"Duran, Angel","Duran, Angel",,Staff Pool,,Partner
4/15/2024,Wilderman - Durgan,Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Boring,1,53386,"Duran, Angel","Duran, Angel",,Staff Pool,,Manager
4/15/2024,Wunsch Inc,Trust Income Tax,No Selection,Preparer,,Waiting For Info,Boring,2,53388,"Duran, Angel","Duran, Angel",,Staff Pool,,No Selection
4/15/2024,Wunsch Inc,Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,0.5,53388,"Duran, Angel","Duran, Angel",,Staff Pool,,Partner
4/15/2024,Wunsch Inc,Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Boring,1,53388,"Duran, Angel","Duran, Angel",,Staff Pool,,Manager
4/15/2024,Rippin and Sons,Individual Gift Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Lizarraga,8,53389,"Duran, Angel","Duran, Angel",,No Selection,,Associate
4/15/2024,Rippin and Sons,Individual Gift Tax,"Duran, Angel",Reviewer,,Waiting For Info,Lizarraga,2,53389,"Duran, Angel","Duran, Angel",,No Selection,,Partner
4/15/2024,Rippin and Sons,Individual Gift Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Lizarraga,4,53389,"Duran, Angel","Duran, Angel",,No Selection,,Manager
4/15/2024,"Gleichner, Cummings and Effertz",Trust Income Tax,Intern,Preparer,,Waiting For Info,Boring,2,53390,"Duran, Angel","Duran, Angel",,Staff Pool,,Intern
4/15/2024,"Gleichner, Cummings and Effertz",Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,0.5,53390,"Duran, Angel","Duran, Angel",,Staff Pool,,Partner
4/15/2024,"Gleichner, Cummings and Effertz",Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Boring,1,53390,"Duran, Angel","Duran, Angel",,Staff Pool,,Manager
4/15/2024,Beer - Bartoletti,Trust Income Tax,No Selection,Preparer,,Waiting For Info,Boring,2,53392,"Duran, Angel","Duran, Angel",,Staff Pool,,No Selection
4/15/2024,Beer - Bartoletti,Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,0.5,53392,"Duran, Angel","Duran, Angel",,Staff Pool,,Partner
4/15/2024,Beer - Bartoletti,Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Boring,1,53392,"Duran, Angel","Duran, Angel",,Staff Pool,,Manager
4/15/2024,"Gerhold, Bins and Ratke",Trust Income Tax,No Selection,Preparer,,Waiting For Info,Boring,2,53394,"Duran, Angel","Duran, Angel",,Staff Pool,,No Selection
4/15/2024,"Gerhold, Bins and Ratke",Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,0.5,53394,"Duran, Angel","Duran, Angel",,Staff Pool,,Partner
4/15/2024,"Gerhold, Bins and Ratke",Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Boring,1,53394,"Duran, Angel","Duran, Angel",,Staff Pool,,Manager
5/15/2024,Quitzon - Klocko,Non-Profit Income Tax - Private Foundations,No Selection,Preparer,,Waiting For Info,Cote,10,53397,"Gray, Kori","Gray, Kori",,Staff Pool,,Senior
5/15/2024,Quitzon - Klocko,Non-Profit Income Tax - Private Foundations,"Olsen, Murphy",Reviewer,,Waiting For Info,Cote,2,53397,"Gray, Kori","Gray, Kori",,Staff Pool,,Supervisor
5/15/2024,Quitzon - Klocko,Non-Profit Income Tax - Private Foundations,"Gray, Kori",Reviewer,,Waiting For Info,Cote,5,53397,"Gray, Kori","Gray, Kori",,Staff Pool,,Partner
2/15/2024,Quitzon - Klocko,Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53397,"Gray, Kori","Gray, Kori",Q4,No Selection,,Manager
2/15/2024,Quitzon - Klocko,Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53397,"Gray, Kori","Gray, Kori",Q4,No Selection,,Partner
2/15/2024,Quitzon - Klocko,Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,3,53397,"Gray, Kori","Gray, Kori",Q4,No Selection,,No Selection
5/15/2024,Quitzon - Klocko,Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53397,"Gray, Kori","Gray, Kori",Q1,No Selection,,Manager
5/15/2024,Quitzon - Klocko,Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53397,"Gray, Kori","Gray, Kori",Q1,No Selection,,Partner
5/15/2024,Quitzon - Klocko,Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,2,53397,"Gray, Kori","Gray, Kori",Q1,No Selection,,No Selection
7/30/2024,Quitzon - Klocko,Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53397,"Gray, Kori","Gray, Kori",Q2,No Selection,,Manager
7/30/2024,Quitzon - Klocko,Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53397,"Gray, Kori","Gray, Kori",Q2,No Selection,,Partner
7/30/2024,Quitzon - Klocko,Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,2,53397,"Gray, Kori","Gray, Kori",Q2,No Selection,,No Selection
2/15/2024,Quitzon - Klocko,Write Up (Annual),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53397,"Gray, Kori","Gray, Kori",Annual,No Selection,,Manager
2/15/2024,Quitzon - Klocko,Write Up (Annual),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53397,"Gray, Kori","Gray, Kori",Annual,No Selection,,Partner
2/15/2024,Quitzon - Klocko,Write Up (Annual),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,3,53397,"Gray, Kori","Gray, Kori",Annual,No Selection,,No Selection
4/15/2024,Buckridge Group,Partnership Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Cote,4,53398,"Gray, Kori","Gray, Kori",SMLLC,Intern Pool,,Associate
4/15/2024,Buckridge Group,Partnership Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Cote,1,53398,"Gray, Kori","Gray, Kori",SMLLC,Intern Pool,,Partner
4/15/2024,Buckridge Group,Partnership Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,Cote,2,53398,"Gray, Kori","Gray, Kori",SMLLC,Intern Pool,,Manager
2/15/2024,Buckridge Group,Miscellaneous,No Selection,Preparer,,Waiting For Info,Cote,3,53398,"Gray, Kori","Gray, Kori",Bookkeeping December,No Selection,,Paraprofessional
2/15/2024,Buckridge Group,Miscellaneous,"Lugo, Kyree",Reviewer,,Waiting For Info,Cote,1,53398,"Gray, Kori","Gray, Kori",Bookkeeping December,No Selection,,Manager
9/15/2024,"O'Kon, Gerlach and Stark",Partnership Income Tax,"Pacheco, Louisa",Preparer,,Extension Filed,Cote,7,53399,"Gray, Kori","Gray, Kori",,Staff Pool,,Associate
9/15/2024,"O'Kon, Gerlach and Stark",Partnership Income Tax,"Gray, Kori",Reviewer,,Extension Filed,Cote,2,53399,"Gray, Kori","Gray, Kori",,Staff Pool,,Partner
9/15/2024,"O'Kon, Gerlach and Stark",Partnership Income Tax,"Middleton, Cecilia",Reviewer,,Extension Filed,Cote,4,53399,"Gray, Kori","Gray, Kori",,Staff Pool,,Manager
7/31/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53399,"Gray, Kori","Gray, Kori",Q2 Payroll Tax Returns,No Selection,,Manager
7/31/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,2,53399,"Gray, Kori","Gray, Kori",Q2 Payroll Tax Returns,No Selection,,No Selection
10/31/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53399,"Gray, Kori","Gray, Kori",Q3 Payroll Tax Returns,No Selection,,Manager
10/31/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,2,53399,"Gray, Kori","Gray, Kori",Q3 Payroll Tax Returns,No Selection,,No Selection
4/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - March,No Selection,,Partner
4/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - March,No Selection,,No Selection
5/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - April,No Selection,,Partner
5/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - April,No Selection,,No Selection
6/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - May,No Selection,,Partner
6/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - May,No Selection,,No Selection
7/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - June,No Selection,,Partner
7/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - June,No Selection,,No Selection
8/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - July,No Selection,,Partner
